52,50,51,50,51,54,53,50
53,50,51,50,51,54,54,50
52,50,51,50,50,53,53,49
52,49,51,50,50,53,52,50
52,49,51,50,51,53,52,50
52,49,51,50,50,53,53,50
52,49,51,50,49,53,54,51
52,49,51,49,48,54,54,51
52,49,51,49,47,54,54,52
52,49,51,49,47,54,53,53
52,49,51,49,47,54,54,53
52,49,50,49,47,54,54,53
52,49,50,49,47,54,55,54
52,48,50,49,47,54,55,53
52,48,50,49,47,54,54,53
52,48,50,49,47,53,54,52
51,48,50,48,48,53,53,52
51,48,49,49,49,53,53,53
51,48,49,49,50,53,52,53
52,48,49,50,50,53,52,52
52,49,49,50,51,53,51,53
52,49,49,49,51,53,52,53
52,49,50,50,50,53,51,52
52,49,50,50,50,52,51,52
53,49,50,50,50,52,51,53
53,49,50,50,49,53,51,52
53,48,51,49,50,52,51,52
53,48,51,48,50,51,51,51
53,48,51,48,50,50,52,52
53,48,51,49,50,50,53,52
53,48,50,49,50,50,52,52
53,48,50,48,50,50,51,51
53,48,50,47,50,49,51,52
53,47,50,48,51,49,52,51
53,47,49,48,51,50,52,51
53,47,49,48,51,49,52,51
53,47,50,48,51,49,53,51
53,47,50,48,51,49,53,51
53,47,50,49,51,50,52,51
53,47,51,49,51,49,52,51
53,47,51,49,51,50,52,51
53,47,51,50,51,50,51,51
53,48,52,50,51,50,50,51
53,47,51,50,51,49,51,51
53,47,51,50,51,48,51,51
53,48,51,49,50,47,52,52
53,49,51,49,50,47,51,51
53,50,51,49,50,47,51,50
53,50,51,49,50,48,51,51
53,50,51,49,50,48,52,52
52,50,52,49,50,48,53,51
52,49,53,49,50,48,52,51
52,49,53,49,50,48,52,51
52,49,53,50,50,47,52,51
52,50,53,50,50,48,53,51
52,50,53,50,50,49,52,51
52,50,53,50,50,48,53,51
52,50,52,50,50,47,52,50
52,51,52,50,50,47,53,49
52,51,52,50,50,48,53,50
52,51,52,51,51,49,53,50
52,51,51,51,50,50,52,49
52,51,51,51,50,50,51,50
52,51,51,51,50,50,51,50
52,51,51,51,51,51,51,51
52,51,51,52,51,51,50,51
52,51,51,52,51,50,49,51
52,51,50,51,51,50,50,52
52,51,49,51,51,50,50,52
52,51,49,51,51,50,50,52
52,51,49,52,51,50,49,53
52,51,49,51,51,50,49,53
52,51,49,51,51,50,49,52
52,51,49,51,50,50,50,51
52,51,49,51,50,49,51,51
51,51,49,51,50,49,51,52
51,51,49,51,50,48,51,52
51,51,49,51,50,48,50,53
51,51,49,50,50,49,51,54
51,51,49,49,49,49,50,54
50,51,49,50,49,49,51,53
51,51,49,50,48,49,51,52
51,50,50,50,48,49,50,51
51,50,50,50,47,49,51,50
51,50,50,50,47,49,51,49
51,50,49,50,48,48,51,48
52,51,49,50,49,47,50,47
52,51,49,50,49,48,50,48
52,51,49,50,50,48,51,48
52,51,49,50,49,48,52,47
52,51,49,49,49,49,52,47
52,51,49,49,49,49,51,47
52,51,48,50,48,49,50,47
51,50,48,50,47,49,50,47
51,50,48,50,47,50,50,47
51,50,48,51,48,50,50,47
51,50,49,51,49,50,49,48
51,50,49,51,49,50,49,48
51,50,49,51,49,50,49,49
51,50,49,51,50,50,49,48
51,50,49,50,50,50,49,47
51,50,49,50,50,50,50,48
51,50,49,50,50,49,49,48
51,50,49,50,50,49,50,48
51,49,49,49,49,49,50,47
51,48,50,49,48,49,51,48
51,48,51,49,48,48,50,48
51,48,51,50,49,47,51,48
51,47,51,50,49,48,51,48
51,47,51,50,48,49,52,48
51,47,50,50,48,48,51,49
51,47,51,50,49,49,50,50
51,47,51,50,49,49,51,51
51,47,51,49,48,50,51,51
51,47,51,49,48,51,51,51
51,47,51,48,48,51,52,51
51,47,51,48,48,51,51,51
51,47,51,48,49,51,51,50
51,47,50,48,50,51,51,49
51,47,50,48,51,51,51,50
51,47,50,48,51,52,50,50
51,47,50,47,50,51,50,50
51,47,50,47,50,51,50,50
51,48,50,47,51,51,49,50
51,48,49,47,51,51,50,49
51,48,50,47,51,50,50,49
51,48,50,47,51,50,50,50
51,48,50,46,51,50,50,50
51,47,51,46,51,49,51,49
51,47,51,46,51,49,51,49
51,47,51,47,51,50,51,48
51,47,51,47,52,50,50,48
51,47,51,48,52,51,50,49
51,47,50,48,52,50,50,50
51,47,50,48,51,51,50,51
51,47,50,48,51,51,50,51
51,47,50,48,51,51,49,51
51,47,50,48,50,51,50,51
51,47,49,48,50,51,51,52
51,47,49,48,51,51,51,52
51,47,49,48,51,50,52,52
51,47,49,48,52,50,52,51
50,47,49,49,52,50,52,51
50,47,49,49,51,49,52,51
50,48,49,49,51,49,52,50
50,48,49,49,51,49,52,50
50,48,49,49,51,49,52,49
50,48,49,49,51,49,53,49
51,48,49,49,51,50,53,50
51,48,49,49,51,51,53,51
51,48,49,49,51,50,53,50
51,49,49,49,51,49,54,50
52,49,49,49,51,49,54,50
53,49,50,48,50,49,55,51
53,49,51,48,50,49,55,51
53,49,52,48,50,49,55,51
52,49,52,48,50,49,55,50
52,49,52,48,49,49,54,50
52,49,52,49,49,49,53,51
52,50,52,49,50,49,53,52
52,50,52,49,50,49,53,52
53,50,52,49,50,49,52,53
53,50,52,49,51,50,53,54
52,50,52,49,51,50,53,54
52,50,52,49,51,50,53,53
52,50,52,50,51,49,52,53
52,50,52,50,51,48,52,54
52,50,52,50,52,48,51,54
52,50,52,50,52,47,50,53
52,50,52,50,51,48,50,52
51,50,52,50,51,49,51,52
51,50,52,50,52,49,52,53
51,50,52,51,51,49,53,53
51,50,52,50,51,50,54,54
51,50,52,50,50,51,53,54
51,50,52,50,50,51,53,55
50,50,52,50,49,51,53,54
50,49,52,49,49,50,52,53
50,49,52,49,48,50,52,53
50,49,52,49,49,50,52,52
50,49,52,49,48,50,52,51
50,49,52,49,48,49,53,51
50,49,52,49,49,49,52,52
50,49,52,49,49,49,51,52
50,49,51,48,49,48,51,52
50,49,51,47,50,48,52,52
50,49,51,47,50,48,52,51
50,49,51,47,51,47,52,52
50,49,51,48,52,48,52,52
50,49,51,48,52,49,52,53
49,49,51,49,52,49,51,52
49,49,51,49,51,49,51,52
49,49,51,49,50,49,51,53
49,49,51,49,50,49,52,52
49,49,51,49,50,49,52,52
49,48,51,50,50,50,52,52
49,48,51,50,50,49,52,52
49,48,50,50,49,50,52,52
49,48,50,50,50,49,52,53
49,48,51,50,50,49,52,54
49,48,51,50,50,48,52,55
49,47,51,50,50,49,51,54
50,48,51,50,50,49,51,53
50,48,51,50,50,49,51,52
50,48,51,49,50,49,51,53
50,48,51,49,50,48,52,52
50,47,51,49,50,48,52,51
50,47,51,49,50,48,52,51
50,48,51,49,50,48,52,50
50,48,51,48,50,48,53,51
50,48,51,49,50,48,53,51
50,48,51,49,49,48,52,52
50,48,51,49,48,48,52,52
51,48,51,49,49,49,52,51
51,48,51,49,49,49,51,50
51,48,51,49,50,49,51,50
51,48,51,49,50,49,52,50
51,48,51,49,51,50,53,49
51,48,51,49,51,50,53,49
51,49,51,48,51,50,52,49
51,49,51,48,51,50,51,48
51,48,51,48,51,50,51,48
51,48,51,48,51,50,51,48
51,48,51,48,50,50,51,49
51,48,51,47,50,50,51,49
52,48,51,47,50,50,50,49
52,48,51,47,51,50,50,49
52,48,51,47,51,50,50,49
52,48,51,47,51,51,51,49
52,47,50,47,50,51,51,49
52,47,50,47,50,52,52,50
52,47,50,46,49,52,52,50
52,47,50,46,49,53,53,51
52,48,50,46,48,52,54,51
52,48,50,46,48,52,55,51
52,48,49,47,49,51,54,51
52,48,49,47,50,50,54,51
52,48,49,47,49,50,54,52
52,48,49,47,49,50,54,52
52,49,50,48,49,50,55,51
52,49,50,48,49,51,55,52
52,49,50,48,49,50,55,53
52,49,50,48,49,50,55,52
52,49,50,47,50,50,55,52
52,49,50,46,51,50,54,52
52,49,50,46,51,50,54,53
52,49,50,47,50,51,54,52
51,49,50,47,51,51,54,51
51,49,50,46,51,51,54,51
51,49,50,46,51,50,54,51
51,49,50,46,51,49,54,52
51,50,50,46,51,49,53,52
51,50,50,46,52,49,53,51
51,50,50,47,52,50,52,52
51,50,50,47,52,50,53,51
51,49,50,47,52,50,52,50
51,49,50,47,52,51,52,50
51,48,50,47,52,51,52,50
51,49,50,47,53,50,52,49
51,49,50,47,52,49,51,48
51,49,50,46,53,49,50,47
51,49,50,46,52,48,49,48
51,48,50,46,51,49,50,48
51,48,50,46,52,49,50,48
51,48,50,46,52,49,49,47
51,48,50,46,52,49,50,48
51,48,50,46,52,49,51,48
51,49,51,46,51,48,52,48
51,49,51,47,51,48,51,49
51,49,51,47,51,48,51,49
52,49,51,47,51,49,51,49
52,49,51,46,52,49,51,48
52,49,51,46,53,49,52,49
52,49,51,46,52,49,52,48
52,49,51,46,52,50,52,49
52,50,51,47,51,50,51,48
52,50,51,46,52,50,50,47
52,50,51,46,51,51,50,46
52,51,51,46,50,51,50,47
52,51,51,45,51,51,50,47
51,51,51,46,51,51,49,48
51,51,51,47,51,51,50,48
51,51,51,47,51,51,49,48
52,51,51,47,51,51,49,48
52,51,51,47,52,51,49,48
52,51,51,47,52,51,49,49
52,51,51,47,52,51,50,49
52,51,51,47,52,51,49,49
52,51,51,47,52,51,49,50
52,51,50,47,53,51,49,51
52,50,50,47,52,51,49,50
52,50,50,46,52,50,50,50
52,50,50,46,53,51,50,50
51,50,50,47,53,51,51,51
51,50,50,47,53,52,50,52
51,49,49,47,53,51,50,51
51,49,49,47,53,50,49,52
51,50,49,47,53,50,50,51
51,50,49,47,53,50,50,51
51,50,50,47,54,49,50,50
51,50,50,47,54,50,50,50
51,50,50,46,53,49,50,51
51,50,50,46,53,49,50,50
51,51,50,46,53,49,49,50
51,52,50,46,53,48,49,50
51,52,50,47,52,48,49,51
51,52,50,48,53,49,49,51
51,52,50,48,53,49,48,50
51,52,49,49,54,49,48,50
51,51,49,49,54,49,48,50
51,51,48,49,53,49,49,49
52,51,48,49,52,49,50,48
52,52,48,49,51,49,50,47
51,52,48,49,51,49,49,48
51,52,48,49,51,49,49,48
51,52,48,49,51,49,49,49
51,51,49,48,52,49,49,50
51,51,49,49,52,50,50,49
51,51,49,48,52,51,51,49
51,51,49,48,51,51,52,49
51,52,49,48,51,51,53,48
51,51,49,48,51,50,52,48
51,51,49,48,50,50,53,48
52,51,49,48,50,49,52,49
52,51,49,48,51,50,52,49
52,51,49,49,52,49,51,49
52,51,48,49,52,48,51,49
52,50,48,49,52,49,50,49
52,50,48,49,52,50,51,50
52,49,48,49,53,51,50,49
52,49,48,50,53,51,49,48
52,49,48,50,53,52,49,49
52,49,48,50,54,52,48,50
52,49,48,49,53,51,48,50
52,49,49,50,52,51,49,50
52,49,49,50,52,50,49,50
52,49,50,51,53,51,49,50
52,49,50,51,52,51,49,51
52,49,50,51,52,51,50,51
52,50,50,51,51,51,49,52
52,50,49,51,51,50,49,51
53,50,49,50,51,50,49,51
53,50,49,50,52,50,50,51
53,50,49,50,53,49,51,50
53,50,49,50,53,48,50,51
53,50,50,50,53,48,50,51
53,50,50,49,53,48,51,52
53,49,49,49,53,49,51,52
53,50,48,49,52,49,51,52
53,50,48,49,52,49,50,51
53,50,49,49,53,49,50,51
52,50,49,49,53,49,50,50
52,50,49,49,52,49,50,51
52,50,50,49,52,49,49,50
52,50,50,48,52,50,50,49
52,50,49,48,51,50,51,48
52,50,49,48,51,50,51,48
51,50,49,48,51,50,51,48
51,50,49,48,51,50,52,47
51,50,49,49,51,50,51,48
51,50,49,49,50,50,51,48
51,50,49,50,50,50,51,49
51,50,49,50,50,51,50,48
51,50,49,50,50,51,50,48
51,50,48,50,50,52,49,48
51,49,49,49,50,53,49,48
51,49,49,49,50,53,49,48
51,49,49,49,50,52,49,48
51,49,49,49,50,52,49,49
51,49,49,50,50,52,49,50
51,49,50,50,49,52,50,51
51,49,50,50,49,51,50,51
51,49,49,50,49,51,50,51
51,48,49,50,49,51,50,50
51,48,49,50,50,51,50,50
51,48,49,50,49,51,49,50
51,48,50,50,49,51,48,51
51,48,50,49,50,52,49,51
51,48,50,49,50,51,50,52
51,48,50,49,50,51,50,52
51,48,50,49,50,51,50,53
51,48,50,49,49,50,51,52
51,49,50,49,49,50,51,51
51,49,50,49,48,50,52,51
51,49,50,49,48,50,52,50
51,49,50,49,47,50,51,51
51,49,49,49,47,50,51,51
51,50,49,49,47,50,51,52
51,50,48,49,48,51,51,51
51,49,49,49,49,51,51,51
51,49,49,49,49,51,51,51
51,49,49,49,49,51,50,52
51,49,49,48,49,51,49,52
51,50,49,48,49,51,49,51
51,50,49,48,48,51,48,51
51,50,50,48,48,50,49,51
51,50,50,47,48,51,50,51
51,50,50,46,48,52,50,52
51,50,50,45,48,53,50,53
51,50,51,45,48,52,51,52
51,50,51,45,48,52,52,52
51,50,50,46,49,53,51,51
51,50,50,46,49,53,51,51
51,50,50,46,50,53,50,52
51,50,50,46,49,52,50,51
51,50,50,46,49,52,51,50
51,50,50,46,49,52,51,50
51,50,49,47,50,52,50,50
51,50,49,48,51,52,50,50
51,50,49,49,50,52,50,49
52,49,49,49,50,52,51,49
52,48,49,49,50,52,52,48
52,47,49,48,49,52,51,47
52,47,50,49,48,52,51,47
52,47,50,49,48,52,51,48
51,47,50,49,48,52,51,48
51,47,50,50,48,52,52,48
51,47,50,50,48,52,51,48
51,47,51,50,48,51,50,48
51,47,51,50,48,51,50,49
51,47,51,50,48,51,50,49
51,47,51,50,49,50,50,49
51,47,51,50,50,50,49,49
51,48,52,50,50,51,49,49
51,48,52,49,49,52,49,48
52,48,52,49,50,51,49,48
52,48,52,49,50,50,50,48
52,48,51,49,50,50,50,48
52,48,51,49,50,51,51,48
52,48,51,50,50,52,51,49
52,48,51,50,50,51,51,49
52,48,51,49,51,51,50,49
52,48,50,49,52,50,50,49
52,48,50,49,52,50,49,50
52,48,50,48,52,50,48,49
52,47,50,49,53,50,49,49
52,47,50,50,53,51,50,49
52,48,50,50,53,51,50,48
52,48,50,50,53,50,50,47
52,48,50,50,52,50,50,48
52,48,50,50,51,51,50,48
52,48,50,50,51,51,49,48
52,48,50,50,51,51,49,48
52,48,50,50,52,51,49,48
52,48,50,50,53,51,48,47
52,48,50,51,52,51,49,48
52,48,51,51,52,52,49,49
52,48,51,51,51,53,50,49
52,48,51,51,51,53,50,49
52,48,51,50,52,53,51,50
52,48,50,50,53,52,51,49
52,49,50,49,52,53,50,50
52,49,50,50,53,53,50,49
52,49,50,51,53,54,50,49
52,49,49,51,53,54,49,50
52,49,50,51,53,53,50,51
51,49,50,52,52,53,50,52
51,49,50,51,53,53,49,53
51,49,50,51,53,53,48,53
51,49,50,51,52,53,48,53
51,49,50,51,51,52,49,53
50,49,50,52,51,52,49,52
50,49,50,52,51,52,48,52
50,48,50,52,51,52,48,52
50,48,50,52,51,51,47,52
50,48,50,52,52,51,47,53
50,48,50,53,52,51,48,52
50,48,50,53,52,51,49,53
50,48,50,52,52,51,50,52
49,48,50,52,53,50,50,52
49,48,50,51,53,50,50,52
49,48,50,52,53,49,50,52
49,48,50,51,53,49,50,51
49,48,50,51,52,49,51,51
50,48,50,50,52,49,51,51
50,49,49,50,52,48,50,52
50,50,50,50,52,49,50,53
50,50,50,50,51,49,50,53
51,50,50,49,51,49,50,52
51,49,50,49,51,49,50,52
51,48,50,49,51,50,50,51
51,49,51,50,50,50,50,52
51,49,51,49,50,50,50,51
51,48,51,49,49,50,50,51
51,48,51,49,49,50,50,52
51,48,51,49,49,50,50,53
51,48,51,49,49,49,50,53
51,48,51,49,50,50,50,53
51,48,51,49,50,49,51,53
52,48,50,49,50,48,50,53
52,48,51,49,51,49,49,52
52,48,51,49,50,50,50,52
51,48,51,49,50,50,51,53
51,47,51,49,50,50,51,53
51,47,51,49,50,50,51,53
51,47,51,49,50,50,50,52
51,47,51,49,50,50,49,52
51,46,51,49,49,51,48,51
51,47,50,49,49,51,48,52
51,47,51,49,49,51,48,52
52,47,51,49,49,50,48,51
52,47,51,50,49,50,49,50
52,47,51,49,49,50,49,50
52,47,51,49,49,50,49,49
51,47,52,49,48,50,50,49
51,47,52,49,49,50,50,50
51,47,52,49,50,50,50,49
51,47,52,49,50,51,49,48
51,47,52,49,50,50,48,47
51,47,52,48,50,50,48,47
51,47,52,49,50,49,49,47
51,48,52,50,50,49,48,47
51,48,52,50,50,49,49,47
51,48,52,50,50,50,50,46
51,49,53,51,50,49,51,46
51,49,53,51,50,49,51,46
51,49,52,51,50,48,50,47
51,48,52,51,50,48,50,48
51,48,52,52,50,48,49,47
51,48,52,52,50,49,49,47
51,48,51,52,50,49,49,48
51,48,51,52,51,50,50,48
50,49,51,52,51,50,50,48
50,49,51,52,51,50,49,48
50,49,51,52,51,51,50,48
50,49,51,52,51,50,51,47
50,48,51,52,50,50,52,47
50,48,51,51,51,51,53,48
50,48,51,51,51,50,53,48
50,48,51,50,51,50,53,48
50,48,50,50,51,50,52,48
50,48,50,50,51,51,52,48
50,48,50,49,51,51,51,49
50,48,50,50,51,51,51,49
50,48,51,50,51,51,51,48
50,48,51,50,51,51,50,49
50,48,51,50,50,51,49,48
50,48,51,50,50,51,49,47
50,48,50,51,50,51,48,47
50,48,50,51,50,51,49,47
50,48,50,51,50,51,49,47
50,49,50,51,50,51,48,47
51,49,50,51,50,52,48,48
51,49,50,51,51,51,48,47
51,49,50,51,51,51,48,47
51,49,50,51,50,51,48,46
51,49,50,51,50,51,48,47
51,49,50,51,50,51,48,47
51,49,50,51,50,51,48,48
52,49,51,51,50,51,48,47
51,49,52,51,50,50,48,48
51,49,52,50,50,50,49,48
51,49,51,50,50,50,48,48
51,49,51,51,49,51,49,48
51,49,51,51,50,51,49,48
51,49,50,51,50,50,50,48
51,48,50,50,50,50,51,48
51,48,50,51,50,50,52,49
51,48,50,51,49,51,51,50
51,48,50,51,48,51,51,50
51,48,50,51,48,50,50,49
51,48,50,52,48,50,49,50
51,48,50,52,47,49,49,51
51,47,50,52,47,49,49,50
51,47,50,51,47,50,49,50
51,48,50,51,47,49,50,51
51,48,51,51,47,49,50,50
52,48,50,51,47,49,50,49
52,48,50,51,47,49,49,50
52,47,50,51,48,50,49,50
52,47,50,51,48,50,50,50
52,47,50,50,49,50,50,50
52,47,50,50,48,50,50,50
52,47,49,51,49,50,50,50
52,47,49,51,49,50,50,50
52,47,48,51,49,51,51,50
52,47,48,50,49,50,52,50
52,47,48,49,49,49,52,50
52,47,48,49,49,49,51,51
51,47,48,49,49,50,51,52
51,47,49,49,49,50,51,52
51,47,49,49,50,50,51,52
51,47,50,50,51,50,51,53
51,47,50,50,51,51,50,52
50,47,50,49,51,51,50,51
50,47,50,48,52,51,51,51
50,47,49,47,51,51,51,51
50,47,50,48,52,51,51,50
50,47,50,49,52,51,50,50
50,47,50,48,51,51,51,51
50,47,50,48,50,52,50,51
50,47,51,49,50,52,50,50
50,47,51,50,50,52,50,50
50,47,51,50,50,52,49,51
49,47,51,49,49,52,50,51
49,47,50,48,48,52,49,51
49,48,50,48,49,52,48,51
49,48,50,47,49,52,49,51
49,48,50,48,49,52,49,50
49,48,50,49,49,52,49,50
48,48,51,49,50,52,49,51
48,48,51,49,50,52,50,51
48,48,50,49,50,52,51,51
48,48,51,49,51,52,52,51
48,48,51,49,51,52,52,50
49,48,51,49,50,52,53,51
49,48,52,49,50,52,53,51
49,48,51,49,49,52,52,51
50,48,51,49,50,52,51,51
50,48,50,49,50,52,50,52
50,48,50,49,49,52,50,52
50,47,50,49,49,52,50,51
50,47,50,49,49,52,51,50
49,47,49,49,49,52,52,50
50,47,48,50,48,52,51,50
51,48,48,50,48,51,50,49
51,48,47,50,49,52,49,49
51,48,47,50,49,52,49,50
51,48,46,50,48,51,48,50
51,48,47,51,48,51,48,51
51,48,48,51,48,51,48,51
51,48,48,51,48,51,49,51
51,48,48,51,47,51,50,50
51,47,48,51,47,51,51,49
51,48,48,51,47,51,51,49
51,49,49,51,47,50,50,48
51,49,49,51,47,50,49,48
51,49,49,50,48,50,49,48
51,49,50,49,48,50,48,48
51,49,51,49,48,49,48,49
51,49,52,49,48,49,48,50
51,49,52,49,49,49,48,50
51,49,52,49,49,50,49,50
50,49,52,49,48,50,48,50
50,49,52,50,48,50,49,51
50,49,51,49,49,50,49,52
50,49,50,49,49,50,49,52
50,49,51,50,49,50,50,52
50,49,51,50,48,50,49,52
50,49,51,51,48,50,48,51
50,49,51,52,49,50,48,50
50,49,51,52,49,50,49,50
50,49,51,52,50,49,50,50
50,49,51,51,50,50,50,51
50,49,51,51,50,50,50,51
51,49,51,50,50,50,50,52
51,49,50,50,50,51,49,52
51,49,51,51,50,51,50,52
51,49,51,52,50,50,51,52
51,49,52,51,50,50,50,51
51,49,52,51,50,50,50,51
51,49,52,51,51,51,50,52
51,49,52,50,51,51,49,52
50,49,52,50,50,51,49,52
50,49,51,50,51,51,49,53
50,49,51,50,50,51,50,53
50,49,51,50,50,51,51,53
50,48,50,51,50,50,50,53
50,48,50,51,50,50,50,53
50,49,51,51,50,50,50,53
50,49,51,51,50,50,49,52
50,49,50,50,49,51,49,52
50,50,50,51,49,52,48,53
50,50,50,51,49,52,48,53
50,50,49,51,49,52,48,54
50,50,50,50,49,52,48,53
50,50,50,50,50,53,48,53
50,50,50,49,50,53,48,53
50,50,51,48,49,53,48,54
51,50,51,48,49,52,49,54
51,50,50,47,49,52,48,54
51,50,50,47,48,52,48,54
51,50,49,46,48,52,47,54
51,50,50,47,48,52,46,53
51,50,50,47,48,52,46,53
51,50,50,47,48,52,47,52
51,51,50,47,49,51,47,51
51,51,50,47,49,51,47,50
51,50,50,47,50,51,48,51
50,50,50,47,50,51,47,50
50,50,50,47,50,50,47,51
50,50,50,47,50,50,48,50
50,50,50,47,50,50,48,50
51,50,50,48,49,50,48,50
51,50,50,49,50,50,49,50
52,50,50,49,51,50,48,49
52,50,50,49,50,50,48,50
52,50,50,49,50,50,48,50
52,49,50,49,51,50,49,50
52,50,51,49,51,51,50,49
52,50,51,49,51,51,50,50
52,50,51,49,51,51,50,50
52,50,50,49,51,52,49,50
52,50,49,49,51,52,48,49
52,50,49,49,51,52,48,50
52,50,49,49,51,51,48,51
52,50,49,50,51,52,48,51
52,50,49,50,51,52,48,51
52,50,50,51,51,52,48,50
52,50,50,51,52,52,49,49
52,50,51,50,52,52,48,49
51,50,51,49,52,52,49,50
51,50,51,49,51,51,49,49
51,50,51,49,51,51,50,49
51,50,51,49,50,52,50,49
51,50,51,49,49,52,50,49
51,50,51,49,48,53,50,50
51,50,52,48,49,53,50,51
51,50,51,48,50,53,50,50
51,50,51,48,50,53,50,51
51,50,51,49,50,52,50,52
51,50,52,48,51,52,50,51
51,50,52,49,51,53,50,51
51,50,52,50,51,53,51,52
51,50,52,50,51,52,50,52
51,50,52,50,51,52,50,52
51,50,52,50,51,52,49,52
51,50,52,51,50,52,49,51
51,50,52,50,50,52,49,50
51,50,52,50,50,52,49,49
51,50,52,49,50,52,49,48
52,51,52,49,49,52,48,48
52,51,51,49,49,52,48,48
52,50,52,48,48,51,48,47
52,50,52,48,49,50,48,46
52,50,52,49,49,50,48,47
52,50,52,49,49,50,47,48
52,50,52,49,50,51,46,48
52,50,52,49,51,50,46,47
51,51,51,49,50,50,47,48
51,51,52,49,50,50,48,47
51,51,52,48,51,50,48,48
51,51,51,48,51,50,49,47
51,51,51,48,51,51,50,47
51,51,51,48,52,50,49,48
51,51,51,48,52,51,49,47
51,51,51,48,52,51,48,47
51,51,52,49,53,50,48,48
51,51,52,49,54,50,49,48
51,51,52,48,53,50,49,49
51,51,52,48,53,50,50,50
51,51,52,48,53,51,49,50
51,51,52,48,52,51,50,49
51,51,52,48,52,51,50,48
51,51,52,48,51,51,49,48
51,51,52,48,52,50,49,48
51,51,52,48,51,49,50,48
51,51,52,49,51,49,50,49
50,51,52,49,51,49,50,48
50,51,52,49,50,50,49,49
50,51,53,48,50,50,49,50
50,51,53,47,50,51,49,50
50,51,53,47,49,51,49,50
50,51,53,48,50,50,49,50
50,51,53,48,50,51,49,49
50,50,52,48,51,51,49,50
50,50,52,48,50,51,50,50
50,50,52,48,51,50,50,50
50,50,52,48,52,51,50,50
50,50,51,49,52,51,50,49
50,50,52,49,51,51,50,49
50,50,52,50,51,51,50,49
50,50,52,50,52,52,50,49
50,50,52,50,52,52,49,49
50,49,52,51,51,52,49,49
49,49,52,50,50,52,49,49
49,49,52,49,50,51,49,50
49,49,52,49,50,50,49,50
49,49,52,50,50,50,49,51
49,49,52,50,49,50,49,52
49,49,53,50,50,50,49,51
49,49,53,50,49,50,49,50
50,49,53,50,49,50,49,50
50,49,53,49,49,49,50,49
50,49,53,49,49,49,51,49
50,49,52,49,49,49,51,50
50,49,52,49,50,49,51,50
50,49,52,50,50,49,50,50
50,49,52,50,50,49,49,51
50,49,52,50,50,49,49,51
50,49,52,50,51,50,49,50
50,49,52,50,51,51,48,51
50,49,52,50,51,50,48,50
50,49,52,50,51,50,48,50
50,49,51,50,50,50,48,51
50,49,51,50,50,51,49,51
50,49,51,50,49,51,50,50
50,49,51,50,50,52,51,49
50,49,51,50,51,52,51,50
50,49,51,50,50,52,51,49
50,49,51,49,50,53,51,50
51,49,51,49,50,52,51,50
51,49,51,49,50,51,50,50
50,49,51,49,50,51,51,49
51,49,51,49,50,51,51,49
51,49,51,49,50,50,51,49
51,49,50,49,51,50,51,49
51,49,51,49,51,50,50,48
51,49,51,49,52,51,49,48
51,48,51,49,52,51,49,49
51,48,51,49,51,51,50,48
51,48,50,49,51,51,50,49
51,48,50,49,50,50,50,49
51,48,50,49,50,50,50,50
51,48,50,49,50,50,50,51
51,48,50,48,50,49,50,50
51,48,51,49,50,49,50,50
51,48,51,49,50,50,49,51
51,48,50,49,50,50,50,52
51,49,50,49,50,49,50,51
51,49,51,49,49,49,51,50
51,49,51,49,49,49,50,50
52,49,51,49,49,50,51,50
52,49,50,49,49,50,51,50
52,49,50,49,48,50,52,51
52,49,50,49,47,50,52,50
52,49,50,48,47,50,52,49
52,49,49,47,47,50,51,48
52,49,49,47,47,50,52,49
52,49,50,47,47,50,52,48
52,49,49,47,47,50,51,47
52,48,49,47,47,50,50,48
52,49,49,47,47,50,50,47
52,49,49,47,47,49,49,48
52,49,50,46,48,49,49,48
52,48,50,46,48,48,49,49
52,47,49,46,48,48,49,48
52,47,49,46,47,48,50,49
52,47,49,46,46,48,50,49
52,47,48,46,47,48,50,50
52,48,48,46,47,47,50,50
52,48,47,46,47,48,51,51
52,48,47,45,46,48,51,52
53,48,47,45,45,48,51,51
53,48,48,46,46,48,51,51
53,49,48,46,46,48,51,50
53,49,48,46,47,49,52,49
53,49,48,47,47,49,51,49
52,49,48,48,47,49,51,49
52,49,48,49,48,49,51,48
52,49,48,49,48,49,51,49
52,49,47,49,48,48,50,49
52,50,47,49,48,48,49,48
52,50,48,50,49,47,48,49
52,50,48,51,48,47,48,49
52,50,48,51,48,48,49,49
52,50,48,51,48,48,48,48
52,50,48,50,48,48,49,48
52,50,48,50,48,48,49,48
52,49,49,50,49,48,48,47
52,49,49,50,49,49,47,48
52,50,50,50,50,48,46,48
52,50,50,50,50,49,46,48
51,50,50,50,50,50,47,49
51,49,50,50,49,50,47,50
51,49,51,51,48,50,48,51
51,50,51,52,47,50,48,51
52,50,51,52,47,50,48,50
52,50,51,52,47,49,48,49
52,50,51,53,48,50,49,49
52,50,51,54,48,50,50,48
52,50,51,53,48,50,50,47
52,49,50,52,48,50,49,48
52,49,50,52,48,50,48,48
52,49,50,52,48,50,48,48
53,49,50,52,48,50,48,49
53,49,50,52,48,50,48,49
53,49,50,53,49,50,49,49
53,49,50,53,49,51,49,50
53,49,49,53,49,51,49,50
53,49,48,52,49,51,48,49
52,49,48,52,49,51,47,50
52,48,48,52,49,51,48,51
52,48,48,52,49,51,49,51
52,49,48,52,49,52,50,51
